id,name,kana,area,category,lat,lng,zoom,url,image,description,受入員数,所要時間,開催場所,電話番号,住所,営業時間,定休日,料金,アクセス,駐車場,ウェブサイト,オンライン予約,体験内容,最少催行人員,注意事項,駐車場：台数,駐車場：大型バスの駐車,駐車場：備考,受付期間,備考,メールアドレス,関連資料,決済方法,開催期間
detail_5043,焚き火de星空ハンモック,たきびでほしぞらはんもっく,"永平寺・奥越,大野市",自然・スポーツ体験,36.0201613,136.5730423,13,https://www.fuku-e.com/experience/detail_5043.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5043/5043_1_l.jpg,環境省の調査で 2年連続日本一きれいな星空に選ばれた大野市。焚き火、マシュマロ焼き夕食、ハンモックで贅沢に星空を満喫してみませんか。&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;…,40名迄,日没後2時間,,,福井県大野市福井県大野市南六呂師169字東上谷野,    日没後の２時間,開催日指定,５，０００円,"前大野駅から六呂師行き京福バス「六呂師高原」下車/
北陸自動車道福井または福井北ICから車で60分",あり,"https://www.ono-kankou.jp/tourism/detail.php?cd=639,https://star.ono-kankou.jp/",,環境省の調査で 2年連続日本一きれいな星空に選ばれた大野市。焚き火、マシュマロ焼き夕食、ハンモックで贅沢に星空を満喫できます,1人,,,,,,,,,,
detail_5056,レンタパラソルいろとりどり,レンタパラソルいろとりどり,"永平寺・奥越,大野市",歴史・文化体験,35.98509924465751,136.49093806743622,18,https://www.fuku-e.com/experience/detail_5056.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5056/5056_1_l.jpg,歩くのが楽しくなるようなカラフル（彩豊か） な傘を持って、４００年前の趣が残る城下町で散策を楽しむ！&nbsp;&nbsp;,20人,６０分,大野市城下町,０７７９-６５-５５２１　,福井県大野市,8：３０～１６：３０,年末年始,"利用料金 500円/5時間まで
（料金には200円の破損保険金を含みます）",JR越前大野駅から徒歩5分/北陸自動車道福井ICから車で40分,あり,https://www.ono-kankou.jp/season/detail.php?cd=156,,レンタパラソル,1人,,２０,,,8：３０～１６：３０,,,,,
detail_5061,大野まちつむぎ～てぬぐい散歩～,おおのまちつむぎ　てぬぐいさんぽ,"永平寺・奥越,大野市",歴史・文化体験,35.98509924465751,136.49093806743622,18,https://www.fuku-e.com/experience/detail_5061.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5061/5061_2_l.jpg,大野まちつむぎ～てぬぐい散歩～は、オリジナルデザインの手ぬぐいをスタンプカードに見立て、飲食店や文化施設を散策しながらスタンプを押して手ぬぐいを完成させる街歩きアイテムです。完成した手ぬぐいはSNS映え間違いなしのカワイイお土産に♪,1人～,1から2時間,"大野市内
大野市観光協会など",０７７９−６５−５５２１,福井県大野市,8:30～17:00,年末年始,１０００円,JR越前大野駅から徒歩５分/北陸自動車道福井ICから車で40分,あり,https://www.ono-kankou.jp/season/detail.php?cd=133,,１０００円,1人～,,２０台,,,8:30～17:00,,,,,
detail_5062,越前おおのはしごスイーツ～おかしな街歩き～,えちぜんおおの　はしごすいーつ　おかしなまちあるき,"永平寺・奥越,大野市",歴史・文化体験,35.9853687,136.4897702,18,https://www.fuku-e.com/experience/detail_5062.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5062/5062_5_l.jpg,天空の城、「越前大野城」。そのお膝元に碁盤目状に広がる城下町は武家屋敷や昔ながらの日本家屋が佇み、かつての風情を満喫できます。スイーツクーポンを使えば、いろんなお店のお菓子をはしごしながらお得に味わえ、街歩きのお供にうれしい特典も。城下町…,1人,８：３０～１７：００,大野市観光協会など,０７７９−６５−５５２１,福井県大野市,８：３０～１７：００,年末年始,１０００円,JR越前大野駅から徒歩5分/北陸自動車道福井ICから車で40分,あり,https://www.ono-kankou.jp/season/detail.php?cd=174,,地元菓子店でスイーツを買ったり、武家屋敷にいったり城下町散策を楽しめます,1人～,,２５台,,,,,,,,
detail_5098,九頭竜ぐるっとペダル,くずりゅうぐるっとぺだる,"永平寺・奥越,大野市",自然・スポーツ体験,35.97161580029863,136.55216217041016,13,https://www.fuku-e.com/experience/detail_5098.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5098/5098_1_l.jpg,九頭竜ぐるっとペダルは、九頭竜川沿いの大野市・勝山市・永平寺町で高原や田園、城下町や門前町などの風景をたのしみながらのんびりサイクリングで楽しめます！,1人,1時間～1日,,,福井県大野市,9:15から16:45,各レンタルスポットで異なります。,"クロスバイクレンタル：半日2,000円（税込）　1日2,500円（税込） 	
へッドポーチレンタル500円（税込）
※延長：500円（税込） 乗り捨て：2,100円（税込）
","道の駅越前おおの 荒島の郷：JR越前下唯野駅から徒歩１０分/北陸自動車道福井ICから車で５０分
城下町東広場：JR越前大野駅から徒歩5分/北陸自動車道福井ICから車で40分
道の駅恐竜渓谷かつやま：中部縦貫自動車道勝山IC下車後、市内方面へ車で約1分
えちぜん鉄道勝山駅：えちぜん鉄道勝山駅から徒歩5分/中部縦貫自動車道勝山ICから約5分
魅力発信交流施設えい坊館：えちぜん鉄道「松岡駅」下車徒歩10分/北陸自動車道福井北ICから車で5分

",あり,https://www.ono-kankou.jp/cycle/,,広域レンタサイクル,1人,,,,,,,,,現金,
detail_5101,道の駅 越前おおの 荒島の郷,みちのえきえちぜんおおのあらしまのさと,"永平寺・奥越,大野市",自然・スポーツ体験,35.97161580029863,136.55216217041016,13,https://www.fuku-e.com/spot/detail_5101.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5101/5101_1_l.jpg,県内最大級の道の駅が百名山「荒島岳」の麓にオープン。大野産コシヒカリ100％使用した米粉バームクーヘンなど地元産食材にこだわったグルメや新鮮な農林水産物や加工品など地場産品を豊富に揃え、一年を通して購入することができます。また、アウトドアブラ…,1人～,1時間～,道の駅　越前おおの荒島の郷周辺,0779-64-4500,福井県大野市,9時～18時（冬期間は短縮予定）,12月31日・1月1日,,JR越前下唯野駅から徒歩１０分/北陸自動車道福井ICから車で５０分,あり,https://arashimanosato.com/,,"レンタサイクル
カヌー体験
クライミング体験",1人,,普通車169台,33台,,,,,,,
detail_5104,めぐみごはん,めぐみごはん,"永平寺・奥越,大野市","公共交通機関で行ける,駅から徒歩10分以内,雨でもOK(屋根つき)",,,,https://www.fuku-e.com/experience/detail_5104.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5104/5104_1_l.jpg,水が豊富で、お米や野菜が美味しい大野市。各旅館のこだわりの食材や調味料を堪能し、充実した1日のスタートを！,,,"(1)扇屋旅館：大野市泉町6-10 TEL：0779-65-5858
(2)俵屋旅館：大野市日吉町1-1 TEL：0779-66-3807
(3)旅館ふじや：大野市明倫町6-18 TEL：0779-66-2259
(4)Cafe & Guest house Name came Ono(ナマケモノ)
大野市篠座町7-2 TEL：090-5220-5800
(5)阿さひ旅館：大野市錦町5−12 TEL:0779-66-2075
(6)農家民宿このは：
大野市南六呂師169-52 TEL:0779-67-1217",,福井県大野市,,,１１００円～１５００円,,,https://www.ono-kankou.jp/tourism/detail.php?cd=636,,名水の街の旬とこだわりの朝ご飯を味わう,,"(1)前日の各宿の指定時間までにご利用予定の施設にお電話ください。
(2)本プランのご予約はお電話でのみ受け付けさせていただきます。
(3)キャンセルの場合、各宿の指定時間までならばキャンセル料はいただきません。
(4)各宿の指定時間を過ぎてのキャンセルや、当日のキャンセルについては後日料金の全額を指定の方法でお支払いいただきます。
(5)宿泊状況により、ご希望の日程で対応できない場合があります。
(6)料理のメニューは季節によって変わります。",,,,各施設に直接予約の電話をしてください。 ,,,,現金,
detail_5109,星空探検隊～星降る雪原散歩～,ほしぞらたんけんたい　ほしふるせつげんさんぽ,"永平寺・奥越,大野市",自然・スポーツ体験,36.02052277328343,136.57328629325346,18,https://www.fuku-e.com/experience/detail_5109.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5109/5109_1_l.jpg,スノーシューを履いてマジックアワーの雪原を散策します。散策後にはあったかい食事を楽しみ最後に星空観察会までセットになったスペシャルプランをお楽しみください。,定員：10名,3時間,,"ミルク工房奥越前
0779-67-1166",福井県大野市,日没1時間前～日没後1時間,指定日に開催,７０００円,,あり,"https://www.ono-kankou.jp/tourism/detail.php?cd=713,https://star.ono-kankou.jp/",,"（1）受付・準備（30分）
（2）ガイド付きスノーシューでの雪上散策（1時間）
（3）夕食（1時間）
（4）星空観察会（30分）
",最小催行：2名以上 ,,,,,申込締切：前日12時まで,,,,,
detail_5115,越前おおの名水めぐり「ミタス（ Me+asu）」,えちぜんおおのめいすいめぐりみたす,"永平寺・奥越,大野市",歴史・文化体験,35.982873,136.486321,16,https://www.fuku-e.com/spot/detail_5115.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5115/5115_4_l.jpg,大野市は、名水百選の『御清水』をはじめまちなかに沢山湧水スポットがあります。趣きある城下町と一緒に巡って利き水してみては？湧水めぐりを楽しむボトルサービス「ミタス（ Me+asu）」をぜひご利用ください水を足す容器としてだけでなく、利用者の心と身…,,,大野市内,"（一社）大野市観光協会
 0779-6５-５５２１",福井県大野市泉町4-10,,,,JR越前大野駅から徒歩15分/北陸自動車道福井ICから車で40分,あり,https://www.ono-kankou.jp/tourism/detail.php?cd=624,,"越前おおの名水めぐり「ミタス（ Me+asu）」
こんこんと湧き出る名水の街の湧水スポットをめぐる",1人,,14,,,,,,,,
detail_5116,人力車 越前こぶし組,じんりきしゃ　えちぜんこぶしくみ,"永平寺・奥越,大野市",歴史・文化体験,35.985194,136.490955,13,https://www.fuku-e.com/spot/detail_5116.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5116/5116_9_l.jpg,週末や休日ともなれば、観光客を乗せて走る人力車の姿が見られる大野市のまちなか。これは地元ボランティア「越前こぶし組」が昔懐かしい人力車で観光客を案内するサービスです。もちろん車夫は観光ガイド兼任です。車では味わえない風と景色が流れ、観光客…,１～３人,20分～40分,大野市内,0779-65-5521　（一般社団法人大野市観光協会）,福井県大野市元町,8：30～17：00,春分の日～11月末の土・日・祝日営業（雨天中止）,"人力車体験コース1,000円（約15分）
歴史の路体験コース2,000円（約25分）
街中観光コース3,000円（約35分）など",,あり,https://www.ono-kankou.jp/,,車夫と会話しながらのんびり城下町散策,1人,,451台,"城下町東広場駐車場　20台
城下町南広場駐車場　27台
事前に予約をお願いいたします
大野市観光交流課　TEL：0779-66-1111
受付時間／9：00～16：00
","結ステーション多目的広場駐車場　103台／大型バス8台（乗降のみ）
城下町東広場駐車場　78台／椅子用4台
城下町西広場駐車場　43台
城下町南広場駐車場　167台／大型バス27台／電気自動車急速充電機（無料 午後4時まで）
亀山南第一駐車場　12台／車椅子用2台
亀山西駐車場　23台
元町駐車場　25台",1週間前までの要予約となります, 【予約可能日】1週間前まで,,,当日現金払い,
detail_5124,清流での渓流釣り,せいりゅうでけいりゅうつり,"永平寺・奥越,大野市",自然・スポーツ体験,,,,https://www.fuku-e.com/experience/detail_5124.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5124/5124_1_l.jpg,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;大野市では真名川、九頭竜川、清滝川などの河川でアユやイワナ、アマゴなどの渓流…,,,,大野市漁業協同組合　090-1396-5420,福井県大野市,"【大野市漁業協同組合】
アマゴ・ヤマメ・イワナ:2月1日 ～ 9月30日
コイ・フナ:1月1日 ～ 12月31日
アユ:公示した解禁日 ～ 11月30日
【奥越漁業協同組合】
ヤマメ・イワナ：3月1日～ 9月30日
コイ・フナ：1月1日 ～ 12月31日
アユ:公示した解禁日 ～ 11月30日
",,"【大野市漁業協同組合】
コイ、イワナ、フナ、ヤマメ、アマゴ    日券:1,500円   年券:4,000円
アユ   日券:3,000円 年券:12,000円
【奥越漁業協同組合】
コイ、イワナ、フナ、ヤマメ日券：1,000円年券：4,500円※中学生以下無料
アユ日券：1,500円年券：4,000円
",,,"https://www.ono-gyokyo.com/,https://okuetsu.fish/",,,,,,,,,漁業エリアにより料金、期間、遊漁券の取り扱い先が異なりますのでご注意ください,,,,
detail_5141,米糠酵素風呂太右衛門,こめぬかこうそぶろたうえもん,"永平寺・奥越,大野市","公共交通機関で行ける,雨でもOK(屋根つき)",35.9823054,136.4875914,13,https://www.fuku-e.com/experience/detail_5141.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5141/5141_1_l.jpg,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;米糠酵素風呂とは・・・温度が60～70度の温かい米糠に約15分入っていただき、体の…,,,,0779-66-5131,福井県大野市,"平日／10：00～18：30
土・日・祝／9：00～16：00", 	木、金,"初回料金・・・2,750円（税込）
基本料金・・・3,850円（税込）
手ぶら料金・・・4,400円（税込）
(バスローブ、バスタオル、フェイスタオル、ペーパーショーツ、ペーパーブラ付き)
",R越前大野駅から徒歩20分/北陸自動車道福井ICから車で40分,あり,https://www.ono-kankou.jp/tourism/detail.php?cd=643,,,,,,,,,,,,,
detail_5142,酒蔵見学＆地酒オリジナルラベル体験,さかぐらけんがく　おりじなるらべるたいけん,"永平寺・奥越,大野市","ものづくり体験,歴史・文化体験",35.9896836,136.4888072,13,https://www.fuku-e.com/spot/detail_5142.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5142/5142_1_l.jpg,名水のまち大野市にある1673年創業の老舗酒蔵。職人さんが丁寧に醸す工程の見学と、自分でデザインしたラベルを貼ったオリジナルラベルの日本酒が作れる体験。,１人～12人,40分,源平酒造,0779-66-5712,福井県大野市,AM9:00～PM5:00,"日・祝
年末年始
不定休",,,あり,https://www.ono-kankou.jp/tourism/detail.php?cd=370,,酒蔵見学＆地酒オリジナルラベル体験,1人,,4台,,,"2日前迄の17時
10時～15時",,,,,
detail_5145,勝原園地,かどはらえんち,"永平寺・奥越,大野市",自然・スポーツ体験,35.97258828288747,136.59507751464844,13,https://www.fuku-e.com/spot/detail_5145.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5145/5145_1_l.jpg,大野市の勝原にある、BBQ＆キャンプ場。九頭竜川沿いにあり、夏場には川遊びを楽しむ人たちでにぎわう。※美しい自然は汚せばすぐに壊れてしまいます。ゴミの持ち帰りなどご協力をお願いします。,,,勝原園地,0779-66-1111,福井県大野市,,,,JR越前勝原駅から徒歩１０分/北陸自動車道福井ICから車で６０分,あり,https://www.ono-kankou.jp/tourism/detail.php?cd=579,,川遊び,,,20台,,,,,,,,
detail_5219,パドリングビレッジ ナミノバ,ぱどりんぐびれっじ なみのば,"永平寺・奥越,永平寺町",自然・スポーツ体験,36.0781698640845,136.4173756228446,17,https://www.fuku-e.com/experience/detail_5219.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5219/5219_1_l.jpg,中島河川公園上流に設置されたフリースタイルカヤックの競技場。『関西電力市荒川発電所』の放水を利用しており、年間を通じて最大毎秒80トンが流れ出ます。安定した流れが特徴で、練習だけでなく世界大会の開催を目指すコースです。,,,,"「九頭竜川かわとまち協議会」事務局 0776-33-1850（NPO法人ドラゴンリバー交流会）、
0776-61-3948（永平寺町産業建設部門建設課）",福井県永平寺町荒川,,,,,,https://paddlingvil.jp/,,フリースタイルカヤック。安定した流れが特徴で、練習だけでなく世界大会の開催を目指すコースです。,,,,,,※必ず1週間前までに利用申請を,,,,,
detail_5228,えちぜん鉄道永平寺口駅,えちぜんてつどうえいへいじぐちえき,"永平寺・奥越,永平寺町",乗り物体験,36.09591682142621,136.3267927765364,18,https://www.fuku-e.com/spot/detail_5228.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5228/5228_1_l.jpg,国の登録有形文化財となっている旧駅舎の雰囲気を採り入れた、白を基調とした洋風デザインの駅舎。駅前に建つ旧京都電燈古市変電所（レンガ館）と共に整備され、どちらもフォトスポットとしても人気です。,,,,0120-840-508（えちぜん鉄道）,福井県永平寺町,6:50～20:20,,"1回100円
(えちぜん鉄道利用者に限る)",,あり,http://www.echizen-tetudo.co.jp/station/rent-cycle.html,,,,,,,,,3台,,,,
detail_5253,べり果,べりか,"永平寺・奥越,勝山市",農業体験・フルーツ狩り,36.07123292374298,136.47982835769653,17,https://www.fuku-e.com/spot/detail_5253.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5253/5253_1_l.jpg,土づくりから生まれる、濃い深い甘い苺。品種は甘みが強く酸味が穏やかな「かおり野」果実が大きく香りが良いのが特徴です。他の品種に比べて収穫が始まるのが早いので長い期間、いちご狩りが楽しめます。冬でも暖かい全天候型のハウスで、立って摘み取れる…,10名以上のご予約はお電話でお問合せください。,30分,,"0779-64-5152
（電話での予約は行っておりません）",福井県勝山市荒土町新保２１－１,10:00~16:00(最終受付１５：３０）,毎週火曜日,"●いちご狩り体験　30分間食べ放題　＊完全予約制
大人（中学生以上）/2000円　小学生/1700円
4歳～小学生未満/1400円　　 3歳以下無料

●自家製ソフトクリーム　400円
",中部縦貫自動車道勝山IC下車後、市内方面へ約1分,あり,"https://strawberika.jp/,https://www.instagram.com/berika.strawberry_official/","https://select-type.com/rsv/?id=pNmDrzmjQEc,https://www.jalan.net/kankou/spt_guide000000215289/activity_plan/","いちご狩り体験
30分間食べ放題（品種　かおり野）",,,88台,11台,勝山市道の駅「恐竜渓谷かつやま」の駐車場,12月中旬～5月下旬,"10名様以上のご予約はお電話でお問い合わせください。
バリアフリー対応です。車いすの方もご一緒にいちご狩りを体験していただけます。
感染症対策のためハウス内ではご飲食以外でのマスク着用、食べ放題終了時は速やかにご体質をお願いいたします。

予約開始や営業日のお知らせはInstagramで行っております。",,,,
detail_5262,越前蕎麦倶楽部,えちぜんそばくらぶ,"あわら・坂井・福井市,福井市",食品づくり体験,36.0611524,136.2208108,0,https://www.fuku-e.com/experience/detail_5262.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5262/5262_1_l.jpg,JR福井駅から徒歩すぐの好立地で、福井名物の本格的な「手打ちそば」を体験と食事の両方楽しめるお店。 ランチ営業では、厳選された素材で作られた越前蕎麦を味わえ、人気メニューは、「あげおろしそば」。,,,,050-3637-3101,福井県福井市中央1丁目10ー21,"１０：００～２０：００
ランチ営業は１１：００～１４：００",月曜日・火曜日,,JR福井駅から徒歩５分,,https://echizensoba.club/,https://www.jalan.net/kankou/spt_guide000000193999/,そば打ち体験,,,,,,,,,,,
detail_5264,手ぶらでOK！ 船上からのイカ釣り体験,,"丹南,越前町",漁業体験・魚釣り,35.92941415294395,135.997416973114,15,https://www.fuku-e.com/experience/detail_5264.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5264/5264_1_l.jpg,港町越前町はカニ漁で知られていますが、イカ釣り漁も盛んです。夏の時期になると沖合に漁火が煌々と灯ります。このプログラムでは、約３時間のイカ釣り漁を楽しむことができます。今年の夏は本格船釣りにチャレンジしてみよう！&nbsp;※７月・８月の土曜…,,約3時間,越前漁港（漁船による集合所が異なる）,,福井県越前町,,,,,,https://www.town-echizen.jp/locotabi/archives/product/202004_006,,船上でのイカ釣り体験,最小催行人数／2名以上（小学生以上）から,,,,,,,,,,
detail_5279,恐竜バス,きょうりゅうばす,"あわら・坂井・福井市,永平寺・奥越,福井市,勝山市",恐竜,36.0614066,136.2240489,17,https://www.fuku-e.com/spot/detail_5279.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5279/5279_1_l.jpg,京福バスでは、福井駅から恐竜博物館へ直通となる恐竜バスを運行しています。恐竜バスには、「恐竜号」と「海竜号」の２台があり、大迫力のトリックアートデザインは写真映え間違えなしです。車内では、探検隊キャプテンにふんした添乗員が出迎え、探検隊ク…,,,,0776-57-7700（平日（８：３０～１７：００））,福井県福井市手寄１丁目１,,,"おとな（中学生以上）　２，０００円
こども（小学生）　　　１，０００円",,,https://bus.keifuku.co.jp/topix/20210327_dinosaur/,,,,,,,,,"・車両故障等で恐竜バスが運行できず、車内コンテンツも提供できない場合がございます。予めご了承ください。
・座席定員制のため、満席の場合はご乗車いただけない場合がございます。
・手荷物はお客様ご自身で取扱いをお願いいたします。
・車内は全席禁煙です。
・定刻出発になりますので、お時間に余裕をもってお越しください。",,,,
detail_5335,【福井県陶芸館】陶あかりを作ろう2022,とうあかりをつくろう2022,"丹南,越前町",ものづくり体験,35.935443,136.0591405,13,https://www.fuku-e.com/experience/detail_5335.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5335/5335_1_l.jpg,釣り鐘型の粘土の土台を抜き型などでくり抜いて、オリジナルの陶製のあかりとりを作ります。2個のうち1個は秋冬のイルミネーションイベントで展示します。期日　7月1日（金）～8月31日（水）受付時間　9:00～15:00所要時間　1時間30分場所　福井県陶芸館　陶…,,1時間30分,福井県陶芸館　陶芸教室,,福井県越前町小曽原120-61,,,,,あり,,,,,,,,,,,,,,2022年7月1日（金）～8月31日（水）
detail_5480,勝山自然塾,かつやましぜんじゅく,"永平寺・奥越,勝山市",,36.072689800161065,136.55559539794922,13,https://www.fuku-e.com/spot/detail_5480.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5480/5480_1_l.jpg,【恐竜博物館から車で10分！】46億年の地球に触れる、勝山自然塾日本の恐竜化石の８割が発見されている地球史上重要な福井　勝山。勝山自然塾では、大自然の中で「自然・環境・地形」のフィールドを生かしながら五感を使って楽しく地球の成り立ちや自然環境…,"催行人員　2名～20名
（団体20名～100名）",2時間,"スキージャム勝山
（ショップリリウムにて受付）",,福井県勝山市170-70,"午前の部　10:00～12:00
午後の部　13:30～15:30",,"個人
中学生以上　3,000円
小学生　2,000円

団体
1,500円／1名",中部縦貫自動車道勝山ICから法恩寺山有料道路経由で車で20分,あり,"https://www.skijam.jp/lp/shizenjyuku/,https://www.skijam.jp/green/,https://www.skijam.jp/green/activity/",https://www.jalan.net/kankou/spt_18206ca3470058112/activity/l00003E14C/,"＜４つの体験型学習プログラム＞
　●緑の教室
　　人間にとってなくてはならない酸素を供給する葉、
　　水を供給する森の大切さを緑あふれる自然の中で学びます。
　　環境問題を自分ごとに体感できる機会です。

　●石の地球
　　マントルなどの内部構造を地球の模型を用いて
　　説明しながら、宇宙からの視点で地球の存在を解説します。
　　「奇跡の星・地球」の偉大さとその仕組みを学びます。

　●地球の道
　　地球誕生から46億年の歴史を460mの自然道で解説します。
　　誕生時の熱いマグマに覆われていた地球や、恐竜が棲んでいた
　　地球、氷河期の凍てついた地球などを体感しましょう。

　●裸足の道
　　目隠しをし、裸足になって芝生や砂利、丸太などの上を
　　歩くことにより、五感で自然環境を感じてもらいます。
　　音や匂い、触感…様々な感覚で地球を再認識しましょう。
",2名,団体での申し込みはお問い合わせください,3400,あり,,"7月16日（土）～8月28日（日）
※20名様以上の団体は10月30日まで受け付け",,,,"・現地現金支払い
・現地カード支払い（VISA、Master Card、American Express、JCB、銀聯（ぎんれん）、ダイナースクラブ、UCS、TS3、MUFG）
そのほか、各種QR決済、IC決済が可能",
detail_5496,泰澄の杜「ぶどう狩り2022」,たいちょうのもりぶどうがり,"丹南,越前町",農業体験・フルーツ狩り,35.99772974395497,136.0931396484375,15,https://www.fuku-e.com/spot/detail_5496.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5496/5496_1_l.png,秋の味覚を味わおう！「泰澄の杜」に隣接する広いぶどう園の敷地には、「デラウェア」「ナイアガラ」「巨峰」「スチューベン」と全部で4種類のぶどうが育てられており、時期を変えながら旬の時期に食べることができます。デラウェア【小粒・種無】／食べ頃：…,,60分間,泰澄の杜ぶどう園,0778-34-2322（泰澄の杜）,福井県越前町小倉 88-55-1,9時〜16時(15時受付終了),火曜日,"※園内食べ放題・60分制限

＜巨峰・ナイアガラ＞
・大人／1,800円
・こども／1,000円
・３歳児以上／800円

＜デラウェア・スチューベン＞
・大人／1,000円
・こども／600円
・３歳児以上／400円","★公共交通機関の場合：JR福井駅下車　京福バス織田線乗車約50分　泰澄の杜下車後すぐ
★車の場合：北陸自動車道鯖江I.Cから約40分",あり,http://taichou-no-mori.jp/budo/index.html,,"・デラウェア【小粒・種無】／食べ頃：８月中旬～８月下旬
　小粒で食べやすく最も親しまれている大衆種
・スチューベン【大粒・種有】／食べ頃：８月中旬～
　酸味が少なく蜂蜜に似た甘みを持つ 非常に甘い品種
・巨峰【大粒・種無】／食べ頃：８月下旬～９月下旬
　味は濃厚で、上品な香りがある 1 番人気の品種
・ナイアガラ【大粒・種有】／食べ頃：８月下旬～９月中旬
　透き通った黄緑色をした甘みの強いぶどう",,,,,,,,,,,2022年8月11日(木)～9月25日(日)
detail_5513,若狭美浜HAMABERRY～いちごの郷みはま～,わかさみはまはまべりー～いちごのさとみはま～,"若狭路,美浜町",農業体験・フルーツ狩り,35.6037305,135.9363676,13,https://www.fuku-e.com/experience/detail_5513.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5513/5513_1_l.jpg,どなたにでも好まれる甘みと酸味のバランスのとれた『紅ほっぺ』、甘味・酸味・風味が四つ星級においしい『よつぼし』など、多品種のいちごを揃えています。ハウスの中でいちご狩り体験ができ、またその日に取れたいちごのパック販売も行っています。,,,福井県三方郡美浜町郷市14−11,,福井県美浜町郷市14-11,9：00～17：00,"月曜日
（不定休がありますので、若狭美浜HAMABERRYのホームページで御確認ください。）","いちご狩り料金（45分食べ放題）
・大人（中学生以上）2,800円　・小人（小学生）1,500円
・幼児（満3歳以上）700円　　 ・シニア（満65歳以上）1,300円","ＪＲ美浜駅から徒歩約5分
舞鶴若狭自動車道「若狭美浜IC」から約10分",あり,https://hamaberry.com,,いちご狩り,,若狭美浜HAMABERRYのホームページからご予約ください。,,,,"9：00〜17：00
（定休日：月曜日※不定休あり）",,,,,
detail_5582,ワタリグラススタジオ,わたりぐらすすたじお,"あわら・坂井・福井市,福井市",ものづくり体験,36.0988437,136.0347453,15,https://www.fuku-e.com/experience/detail_5582.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5582/5582_1_l.jpg,越前海岸沿いの小高い場所にあり、工房の窓から越前海岸が一望できるガラス工房。吹きガラス体験や小皿作り体験、工房見学もできます。素晴らしい景色の中、あなただけの作品を作ってみませんか？,,３０分～,ワタリグラススタジオ,0776-88-2025（ワタリグラススタジオ）,福井県福井市鮎川町17-14,9:00～17:00,"水曜日
※火曜日はショップ営業のみ、体験休み",,JR福井駅から車で５０分,あり,"https://watariglass.com/,https://www.fukunone.online/",https://www.jalan.net/kankou/spt_guide000000201199/,モザイク画作り体験,１人,,,,,,,,,,
detail_5603,小大黒屋商店,こだいこくやしょうてん,"あわら・坂井・福井市,福井市","ものづくり体験,歴史・文化体験",36.0655508,136.2128199,16,https://www.fuku-e.com/spot/detail_5603.html,https://www.fuku-e.com/lsc/upfile/spot/0000/5603/5603_1_l.jpg,越前和蝋燭の原料は、植物のハゼの美で、芯は特別に漉いた和紙。一般的な棒型の他、様々な形や模様、色を取り入れたものがあり、最近ではインテリアやパーティ演出などにも利用されています。小大黒屋商店は、江戸時代、慶応年間に和ろうそくづくりを手がけ…,1人～4人,９０分,小大黒屋商店,0776-22-0986（小大黒屋）,福井県福井市順化2-15-9,9:00~18：00,日曜定休　　　◎祝日は事前にお問い合わせください,"2,500円～（塗香づくり体験）","・JR福井駅より徒歩で12分
・北陸自動車道福井ICより車で15分
・北陸自動車道福井北ICより車で20分",,https://www.kodaikokuya.co.jp/,"https://www.jalan.net/kankou/spt_guide000000203298/?screenId=OUW3701,https://www.rousokuya.com/",塗香作り体験,１人,"塗香（ずこう）とは、体に塗ることで身を清めるとされるお香です。
お好みの香りを加えて、自分好みの塗香を作ることができます。",,,,,,,,,
